3,Q1-Q4|2016,",period",,"price collars,volume(bbls/d)",,"price collars,weighted averagefloor price ($/bbl)",,"price collars,weighted averageceiling price ($/bbl)",18500,"call options sold,volume(bbls/d)",$103.11 ,"call options sold,weightedaverage price($/bbl)",,,,,,,,,,,,,,,,,,
DVN20150220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,dattime1,dattime1_type,"oil basis swaps,index",vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2015,",period",Western Canadian Select,22514,"oil basis swaps,volume (bbls/d)",$(18.35,"oil basis swaps,weighted averagedifferential to wti($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
3,Q1-Q4|2015,",period",West Texas Sour,8000,"oil basis swaps,volume (bbls/d)",$(3.68,"oil basis swaps,weighted averagedifferential to wti($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
4,Q1-Q4|2015,",period",Midland Sweet,14247,"oil basis swaps,volume (bbls/d)",$(2.92,"oil basis swaps,weighted averagedifferential to wti($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
DVN20150220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2015,",period",250000,"price swaps,volume(mmbtu/d)",$4.32 ,"price swaps,weightedaverage price($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,,
DVN20150220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:4,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,vol3,vol3_type,vol4,vol4_type,vol5,vol5_type,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2015,",period",328452,"price collars,volume(mmbtu/d)",$4.05 ,"price collars,weighted averagefloor price($/mmbtu)",$4.36 ,"price collars,weighted averageceiling price($/mmbtu)",550000,"call options sold,volume(mmbtu/d)",$5.09 ,"call options sold,weightedaverage price($/mmbtu)",,,,,,,,,,,,,,,,,,
3,Q1-Q4|2016,",period",,"price collars,volume(mmbtu/d)",,"price collars,weighted averagefloor price($/mmbtu)",,"price collars,weighted averageceiling price($/mmbtu)",400000,"call options sold,volume(mmbtu/d)",$5.00 ,"call options sold,weightedaverage price($/mmbtu)",,,,,,,,,,,,,,,,,,
DVN20150220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:5,dattime1,dattime1_type,"natural gas basis swaps,index",vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2015,",period",Panhandle Eastern Pipe Line,100000,"natural gas basis swaps,volume (mmbtu/d)",$(0.28,"natural gas basis swaps,weighted averagedifferential to henry hub($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
3,Q1-Q4|2015,",period",El Paso Natural Gas,70000,"natural gas basis swaps,volume (mmbtu/d)",$(0.11,"natural gas basis swaps,weighted averagedifferential to henry hub($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
4,Q1-Q4|2015,",period",Houston Ship Channel,200000,"natural gas basis swaps,volume (mmbtu/d)",$0.01 ,"natural gas basis swaps,weighted averagedifferential to henry hub($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
5,Q1-Q4|2016,",period",Panhandle Eastern Pipe Line,30000,"natural gas basis swaps,volume (mmbtu/d)",$(0.33,"natural gas basis swaps,weighted averagedifferential to henry hub($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
6,Q1-Q4|2016,",period",El Paso Natural Gas,15000,"natural gas basis swaps,volume (mmbtu/d)",$(0.13,"natural gas basis swaps,weighted averagedifferential to henry hub($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
7,Q1-Q4|2016,",period",Houston Ship Channel,30000,"natural gas basis swaps,volume (mmbtu/d)",$0.11 ,"natural gas basis swaps,weighted averagedifferential to henry hub($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
DVN20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2016,",period",18500,"call options sold,volume (bbls/d)",$73.18 ,"call options sold,weighted averageprice ($/bbl)",,,,,,,,,,,,,,,,,,,,,,,,
DVN20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,dattime1,dattime1_type,"oil basis swaps,index",vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2016,",period",Western Canadian Select,5249,"oil basis swaps,volume (bbls/d)",$(13.67,"oil basis swaps,weighted averagedifferential to wti($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
3,Q1-Q4|2016,",period",West Texas Sour,5000,"oil basis swaps,volume (bbls/d)",$(0.53,"oil basis swaps,weighted averagedifferential to wti($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
4,Q1-Q4|2016,",period",Midland Sweet,13000,"oil basis swaps,volume (bbls/d)",$0.25 ,"oil basis swaps,weighted averagedifferential to wti($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
DVN20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,vol3,vol3_type,vol4,vol4_type,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2016,",period",54650,"price swaps,volume (mmbtu/d)",$3.17 ,"price swaps,weighted averageprice ($/mmbtu)",400000,"call options sold,volume(mmbtu/d)",$4.30 ,"call options sold,weighted averageprice ($/mmbtu)",,,,,,,,,,,,,,,,,,,,
DVN20160217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,dattime1,dattime1_type,"natural gas basis swaps,index",vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2016,",period",Panhandle Eastern Pipe Line,175000,"natural gas basis swaps,volume (mmbtu/d)",$(0.34,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
3,Q1-Q4|2016,",period",El Paso Natural Gas,125000,"natural gas basis swaps,volume (mmbtu/d)",$(0.12,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
4,Q1-Q4|2016,",period",Houston Ship Channel,30000,"natural gas basis swaps,volume (mmbtu/d)",$0.11 ,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
5,Q1-Q4|2016,",period",Transco Zone 4,70000,"natural gas basis swaps,volume (mmbtu/d)",$0.01 ,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
6,Q1-Q4|2017,",period",Panhandle Eastern Pipe Line,150000,"natural gas basis swaps,volume (mmbtu/d)",$(0.34,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
7,Q1-Q4|2017,",period",El Paso Natural Gas,50000,"natural gas basis swaps,volume (mmbtu/d)",$(0.14,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
8,Q1-Q4|2017,",period",Houston Ship Channel,35000,"natural gas basis swaps,volume (mmbtu/d)",$0.06 ,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
9,Q1-Q4|2017,",period",Transco Zone 4,185000,"natural gas basis swaps,volume (mmbtu/d)",$0.03 ,"natural gas basis swaps,weighted averagedifferential to henryhub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
DVN20170215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,,
1,q1-q4|2017,period,72527,"price swaps,volume (bbls/d)",$54.32 ,"price swaps,weighted average price ($/bbl)",,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2018,period,2600,"price swaps,volume (bbls/d)",$53.38 ,"price swaps,weighted average price ($/bbl)",,,,,,,,,,,,,,,,,,,,,,,,
DVN20170215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,vol3,vol3_type,,,,,,,,,,,,,,,,,,,,,,
1,q1-q4|2017,period,53245,"price collars,volume (bbls/d)",$45.16 ,"price collars,weighted average floor price ($/bbl)",$57.97 ,"price collars,weighted average ceiling price ($/bbl)",,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2018,period,6189,"price collars,volume (bbls/d)",$46.97 ,"price collars,weighted average floor price ($/bbl)",$56.97 ,"price collars,weighted average ceiling price ($/bbl)",,,,,,,,,,,,,,,,,,,,,,
DVN20170215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,dattime1,dattime1_type,oil basis swapsindex,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,
1,q1-q4|2017,period,midland sweet,10000,"oil basis swaps,volume (bbls/d)",$(0.43,"oil basis swaps,weighted average differential to wti ($/bbl)",,,,,,,,,,,,,,,,,,,,,,,
DVN20170215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,,
1,q1-q4|2017,period,189753,"price swaps,volume (mmbtu/d)",$3.13 ,"price swaps,weighted average price ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2018,period,29705,"price swaps,volume (mmbtu/d)",$3.17 ,"price swaps,weighted average price ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,,
DVN20170215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:4,dattime1,dattime1_type,vol1,vol1_type,vol2,vol2_type,vol3,vol3_type,,,,,,,,,,,,,,,,,,,,,,
1,q1-q4|2017,period,335274,"price collars,volume (mmbtu/d)",$2.97 ,"price collars,weighted average floor price ($/mmbtu)",$3.38 ,"price collars,weighted average ceiling price ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2018,period,19110,"price collars,volume (mmbtu/d)",$3.20 ,"price collars,weighted average floor price ($/mmbtu)",$3.50 ,"price collars,weighted average ceiling price ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,
DVN20170215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:5,dattime1,dattime1_type,natural gas basis swapsindex,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,
1,q1-q4|2017,period,panhandle eastern pipe line,150000,"natural gas basis swaps,volume (mmbtu/d)",$(0.34,"natural gas basis swaps,weighted average differential to henry hub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
2,Q1-Q4|2017,period,El Paso Natural Gas,80000,"natural gas basis swaps,volume (mmbtu/d)",$(0.13,"natural gas basis swaps,weighted average differential to henry hub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
3,Q1-Q4|2017,period,Houston Ship Channel,35000,"natural gas basis swaps,volume (mmbtu/d)",$0.06 ,"natural gas basis swaps,weighted average differential to henry hub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
4,Q1-Q4|2017,period,Transco Zone 4,205000,"natural gas basis swaps,volume (mmbtu/d)",$0.03 ,"natural gas basis swaps,weighted average differential to henry hub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
5,Q1|2018,period,Panhandle Eastern Pipe Line,50000,"natural gas basis swaps,volume (mmbtu/d)",$(0.29,"natural gas basis swaps,weighted average differential to henry hub ($/mmbtu)",,,,,,,,,,,,,,,,,,,,,,,
ECA20170227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,",basis contracts ,",vol1,vol1_type,dattime1,dattime1_type,Price1,Price1_type,Price2,Price2_type,"product_type,crude oil contracts",Price3,Price3_type,"instrument_type,nymex call options",,,,,,,,,,,,,,,,,
5,NYMEX Fixed Price,427,"notional volumes,, MMcf/d",2017,"term,2017|2019",3.08,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",,,,,,,,,,,,,,,,,,
8,Sold call price,300,"notional volumes,, MMcf/d",2017,"term,2017|2019",3.07,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",,,,,,,,,,,,,,,,,,
9,Bought put price,300,"notional volumes,, MMcf/d",2017,"term,2017|2019",2.75,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",,,,,,,,,,,,,,,,,,
10,Sold put price,300,"notional volumes,, MMcf/d",2017,"term,2017|2019",2.27,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",,,,,,,,,,,,,,,,,,
13,Sold call price,135,"notional volumes,, MMcf/d",2017,"term,2017|2019",3.57,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",,,,,,,,,,,,,,,,,,
14,Bought put price,135,"notional volumes,, MMcf/d",2017,"term,2017|2019",2.99,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",,,,,,,,,,,,,,,,,,
17,Sold call price,230,"notional volumes,, MMcf/d",2018,"term,2017|2019",3.75,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
18,Sold call price,230,"notional volumes,, MMcf/d",2019,"term,2017|2019",3.75,"average price,",US$/Mcf,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
20,"Basis Contracts ,",,"notional volumes,, ",2017|2022,"term,2017|2019",,"average price,",,"average price,,",natural gas contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
28,WTI Fixed Price,35.5,"notional volumes,, Mbbls/d",2017,"term,2017|2019",52.17,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
29,WTI Fixed Price,13,"notional volumes,, Mbbls/d",2018,"term,2017|2019",55.27,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
31,"WTI Fixed Price Swaptions ,",10,"notional volumes,, Mbbls/d",Q2|2017,"term,2017|2019",50.86,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
34,Sold call price,25,"notional volumes,, Mbbls/d",2017,"term,2017|2019",59.42,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
35,Bought put price,25,"notional volumes,, Mbbls/d",2017,"term,2017|2019",49.21,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
36,Sold put price,25,"notional volumes,, Mbbls/d",2017,"term,2017|2019",38.41,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
39,Sold call price,30,"notional volumes,, Mbbls/d",Q3 Q4|2017,"term,2017|2019",56.05,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
40,Bought put price,30,"notional volumes,, Mbbls/d",Q3 Q4|2017,"term,2017|2019",46.22,"average price,",US$/bbl,"average price,,",crude oil contracts,fixed price contracts,"additional,fixed price contracts",nymex call options,,,,,,,,,,,,,,,,,
EP20070228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,vol1,vol1_type,vol2,vol2_type,,,,,,,,,,,,,,,,,,,,,,,,,,
"2007,",89,"volumes with floor price,natural gas (tbtu)",,"volumes with ceiling price,natural gas (tbtu)",,,,,,,,,,,,,,,,,,,,,,,,,,
"2008,,",18,"volumes with floor price,natural gas (tbtu)",18,"volumes with ceiling price,natural gas (tbtu)",,,,,,,,,,,,,,,,,,,,,,,,,,
"2009,",17,"volumes with floor price,natural gas (tbtu)",17,"volumes with ceiling price,natural gas (tbtu)",,,,,,,,,,,,,,,,,,,,,,,,,,
EP20070228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,",,,",vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,vol3,vol3_type,Price3,Price3_type,vol4,vol4_type,product_type,,,,,,,,,,,,,,
5,2007,78,"fixed price,swaps(1),volumes,",$7.70 ,"fixed price,swaps(1),price,",55,",floors(1),volumes,",$8.00 ,",floors(1),price,",55,",ceilings(1),volumes,",$16.89 ,",ceilings(1),price,",110,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
6,2008,5,"fixed price,swaps(1),volumes,",$3.42 ,"fixed price,swaps(1),price,",,",floors(1),volumes,",,",floors(1),price,",,",ceilings(1),volumes,",,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
7,2009,5,"fixed price,swaps(1),volumes,",$3.56 ,"fixed price,swaps(1),price,",,",floors(1),volumes,",,",floors(1),price,",,",ceilings(1),volumes,",,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
8,2010|2012,11,"fixed price,swaps(1),volumes,",$3.81 ,"fixed price,swaps(1),price,",,",floors(1),volumes,",,",floors(1),price,",,",ceilings(1),volumes,",,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
10,2007,192,"fixed price,swaps(1),volumes,",$35.15 ,"fixed price,swaps(1),price,",,",floors(1),volumes,",,",floors(1),price,",,",ceilings(1),volumes,",,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",oil,,,,,,,,,,,,,,
EP20070228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:2,",,,",vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,product_type,,,,,,,,,,,,,,,,,,,,
5,2007,89,"floors(1),,volumes,",$7.50 ,"floors(1),average,price,",,"ceilings(1),,volumes,",,"ceilings(1),average,price,",natural gas,,,,,,,,,,,,,,,,,,,,
6,2008,18,"floors(1),,volumes,",$6.00 ,"floors(1),average,price,",18,"ceilings(1),,volumes,",$10.00 ,"ceilings(1),average,price,",natural gas,,,,,,,,,,,,,,,,,,,,
7,2009,17,"floors(1),,volumes,",$6.00 ,"floors(1),average,price,",17,"ceilings(1),,volumes,",$8.75 ,"ceilings(1),average,price,",natural gas,,,,,,,,,,,,,,,,,,,,
9,2007,1009,"floors(1),,volumes,",$55.00 ,"floors(1),average,price,",1009,"ceilings(1),,volumes,",$60.38 ,"ceilings(1),average,price,",oil,,,,,,,,,,,,,,,,,,,,
10,2008,930,"floors(1),,volumes,",$55.00 ,"floors(1),average,price,",930,"ceilings(1),,volumes,",$57.03 ,"ceilings(1),average,price,",oil,,,,,,,,,,,,,,,,,,,,
EP20070228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:3,",,,,",vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,vol3,vol3_type,Price3,Price3_type,vol4,vol4_type,product_type,,,,,,,,,,,,,,
5,2007,78,"fixed price,swaps(1),volumes,",$7.70 ,"fixed price,swaps(1),price,",144,",floors(1),volumes,",$7.69 ,",floors(1),price,",55,",ceilings(1),volumes,",$16.89 ,",ceilings(1),price,",110,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
6,2008,5,"fixed price,swaps(1),volumes,",$3.42 ,"fixed price,swaps(1),price,",18,",floors(1),volumes,",$6.00 ,",floors(1),price,",18,",ceilings(1),volumes,",$10.00 ,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
7,2009,5,"fixed price,swaps(1),volumes,",$3.56 ,"fixed price,swaps(1),price,",17,",floors(1),volumes,",$6.00 ,",floors(1),price,",17,",ceilings(1),volumes,",$8.75 ,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
8,2010|2012,11,"fixed price,swaps(1),volumes,",$3.81 ,"fixed price,swaps(1),price,",,",floors(1),volumes,",,",floors(1),price,",,",ceilings(1),volumes,",,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",natural gas,,,,,,,,,,,,,,
10,2007,192,"fixed price,swaps(1),volumes,",$35.15 ,"fixed price,swaps(1),price,",1009,",floors(1),volumes,",$55.00 ,",floors(1),price,",1009,",ceilings(1),volumes,",$60.38 ,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",oil,,,,,,,,,,,,,,
11,2008,,"fixed price,swaps(1),volumes,",,"fixed price,swaps(1),price,",930,",floors(1),volumes,",$55.00 ,",floors(1),price,",930,",ceilings(1),volumes,",$57.03 ,",ceilings(1),price,",,"basis,swaps(1)(2),volumes,",oil,,,,,,,,,,,,,,
EP20070228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:4,vol1,vol1_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2007,",1009,"volumes with floor and ceiling prices,oil (mbbls)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2008,,",930,"volumes with floor and ceiling prices,oil (mbbls)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009,",,"volumes with floor and ceiling prices,oil (mbbls)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP20080228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,",",vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,,,,,,,,,,,,,,,,,,,,,
3,natural gas 2009,17,"floors,,volumes",$6.00 ,"floors,average,price",17,"ceilings,,volumes",$8.75 ,"ceilings,average,price",,,,,,,,,,,,,,,,,,,,,
5,Oil 2008,930,"floors,,volumes",$55.00 ,"floors,average,price",930,"ceilings,,volumes",$57.03 ,"ceilings,average,price",,,,,,,,,,,,,,,,,,,,,
EP20080228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:1,",,,",vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,vol3,vol3_type,Price3,Price3_type,vol4,vol4_type,Price4,Price4_type,vol5,vol5_type,Price5,Price5_type,vol6,vol6_type,Price6,Price6_type,product_type,,,,
5,2008,33,"fixed price,swaps(1),,volumes",$7.65 ,"fixed price,swaps(1),average,price",108,",floors(1),,volumes",$8.00 ,",floors(1),average,price",108,",ceilings(1),,volumes",$10.80 ,",ceilings(1),average,price",58,",swaps(1)(2),texas gulf coast,volumes",$(0.33,",swaps(1)(2),texas gulf coast,avg. price",26,"basis,swaps(1)(2),onshore-raton,volumes",$(1.13,"basis,swaps(1)(2),onshore-raton,avg. price",13,",swaps(1)(2),rockies,volumes",$(1.37,",swaps(1)(2),rockies,avg. price",natural gas,,,,
6,2009,5,"fixed price,swaps(1),,volumes",$3.56 ,"fixed price,swaps(1),average,price",17,",floors(1),,volumes",$6.00 ,",floors(1),average,price",17,",ceilings(1),,volumes",$8.75 ,",ceilings(1),average,price",,",swaps(1)(2),texas gulf coast,volumes",,",swaps(1)(2),texas gulf coast,avg. price",15,"basis,swaps(1)(2),onshore-raton,volumes",$(1.00,"basis,swaps(1)(2),onshore-raton,avg. price",,",swaps(1)(2),rockies,volumes",,",swaps(1)(2),rockies,avg. price",natural gas,,,,
7,2010,5,"fixed price,swaps(1),,volumes",$3.70 ,"fixed price,swaps(1),average,price",,",floors(1),,volumes",,",floors(1),average,price",,",ceilings(1),,volumes",,",ceilings(1),average,price",,",swaps(1)(2),texas gulf coast,volumes",,",swaps(1)(2),texas gulf coast,avg. price",,"basis,swaps(1)(2),onshore-raton,volumes",,"basis,swaps(1)(2),onshore-raton,avg. price",,",swaps(1)(2),rockies,volumes",,",swaps(1)(2),rockies,avg. price",natural gas,,,,
8,2011|2012,6,"fixed price,swaps(1),,volumes",$3.88 ,"fixed price,swaps(1),average,price",,",floors(1),,volumes",,",floors(1),average,price",,",ceilings(1),,volumes",,",ceilings(1),average,price",,",swaps(1)(2),texas gulf coast,volumes",,",swaps(1)(2),texas gulf coast,avg. price",,"basis,swaps(1)(2),onshore-raton,volumes",,"basis,swaps(1)(2),onshore-raton,avg. price",,",swaps(1)(2),rockies,volumes",,",swaps(1)(2),rockies,avg. price",natural gas,,,,
11,2008,2498,"fixed price,swaps(1),,volumes",$88.48 ,"fixed price,swaps(1),average,price",930,",floors(1),,volumes",$55.00 ,",floors(1),average,price",930,",ceilings(1),,volumes",$57.03 ,",ceilings(1),average,price",,",swaps(1)(2),texas gulf coast,volumes",,",swaps(1)(2),texas gulf coast,avg. price",,"basis,swaps(1)(2),onshore-raton,volumes",,"basis,swaps(1)(2),onshore-raton,avg. price",,",swaps(1)(2),rockies,volumes",,",swaps(1)(2),rockies,avg. price",oil,,,,
EP20090302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table:0,",,,",vol1,vol1_type,Price1,Price1_type,vol2,vol2_type,Price2,Price2_type,vol3,vol3_type,Price3,Price3_type,vol4,vol4_type,Price4,Price4_type,vol5,vol5_type,Price5,Price5_type,vol6,vol6_type,Price6,Price6_type,product_type,,,,
5,2009,8,"fixed price,swaps(1),,volumes",$7.33 ,"fixed price,swaps(1),average,price",168,",floors(1),,volumes",$9.10 ,",floors(1),average,price",143,",ceilings(1),,volumes",$15.41 ,",ceilings(1),average,price",40,"basis,swaps(1)(2),texas gulf coast,volumes",$(0.33,"basis,swaps(1)(2),texas gulf coast,avg. price",25,"basis,swaps(1)(2),western-raton,volumes",$(0.95,"basis,swaps(1)(2),western-raton,avg. price",13,"basis,swaps(1)(2),rockies,volumes",$(2.01,"basis,swaps(1)(2),rockies,avg. price",natural gas,,,,
6,2010,5,"fixed price,swaps(1),,volumes",$3.70 ,"fixed price,swaps(1),average,price",,",floors(1),,volumes",,",floors(1),average,price",,",ceilings(1),,volumes",,",ceilings(1),average,price",,"basis,swaps(1)(2),texas gulf coast,volumes",,"basis,swaps(1)(2),texas gulf coast,avg. price",,"basis,swaps(1)(2),western-raton,volumes",,"basis,swaps(1)(2),western-raton,avg. price",,"basis,swaps(1)(2),rockies,volumes",,"basis,swaps(1)(2),rockies,avg. price",natural gas,,,,
7,2011|2012,7,"fixed price,swaps(1),,volumes",$3.88 ,"fixed price,swaps(1),average,price",,",floors(1),,volumes",,",floors(1),average,price",,",ceilings(1),,volumes",,",ceilings(1),average,price",,"basis,swaps(1)(2),texas gulf coast,volumes",,"basis,swaps(1)(2),texas gulf coast,avg. price",,"basis,swaps(1)(2),western-raton,volumes",,"basis,swaps(1)(2),western-raton,avg. price",,"basis,swaps(1)(2),rockies,volumes",,"basis,swaps(1)(2),rockies,avg. price",natural gas,,,,
9,2009,3431,"fixed price,swaps(1),,volumes",$109.93 ,"fixed price,swaps(1),average,price",,",floors(1),,volumes",,",floors(1),average,price",,",ceilings(1),,volumes",,",ceilings(1),average,price",,"basis,swaps(1)(2),texas gulf coast,volumes",,"basis,swaps(1)(2),texas gulf coast,avg. price",,"basis,swaps(1)(2),western-raton,volumes",,"basis,swaps(1)(2),western-raton,avg. price",,"basis,swaps(1)(2),rockies,volumes",,"basis,swaps(1)(2),rockies,avg. price",oil,,,,
EP20100301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
